StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q20,Q21,Q22,Q23,Q23_18_TEXT,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32_1,Q32_2,Q32_3,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
2017-06-08 06:19:28,2017-06-08 06:19:28,Survey Test,,100,0,True,2017-06-08 06:19:28,R_24sdGgBGFxu4cv3,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Agree moderately,Very positive,Negative,Negative,Slightly positive,Negative,Negative,Positive,Slightly positive,Very positive,Very negative,Slightly negative,Positive,Very positive,Very positive,Negative,Very negative,5,6,4,2,2,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,4,4,Extremely uncharacteristic of me (1),2,6,4,8,4,2,8,6,Never or definitely no (1),2,8,4,6,Always or definitely yes (9),2,Never or definitely no (1),4,5,6,71,Male,High school,Yes,10,Work for an employer,Managerial,,,"$24,000-$35,999 per year","10,000 - 14,999 MAD","10,001 – 15,000 pesos",Living comfortably on present income,Hinduism,,Weekly (at least once a week),52,51,Divorced,10496,"No, not born in this country",No,Consequat ut! Justo luctus mi. Dignissim tortor? Dolor felis nonummy eros.,2 days,Less than once a week,7 days,On a computer or tablet at home,14,Yes,16351,23,Yes,No,
2017-06-08 06:19:28,2017-06-08 06:19:28,Survey Test,,100,0,True,2017-06-08 06:19:28,R_bDdsSVtTxBAlQt7,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Neither agree nor disagree,Disagree strongly,Agree moderately,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree moderately,Disagree a little,Agree moderately,Very negative,Slightly positive,Slightly negative,Neither positive nor negative,Very positive,Very positive,Very positive,Very positive,Neither positive nor negative,Slightly negative,Very negative,Slightly negative,Slightly positive,Very positive,Positive,Very negative,3,4,3,Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),3,2,5,3,5,2,2,6,Always or definitely yes (9),7,2,2,8,4,7,3,Always or definitely yes (9),6,Never or definitely no (1),4,5,Always or definitely yes (9),Never or definitely no (1),2,20,Other,Post-graduate degree,Yes,23,Work for an employer,Managerial,,,,(Does NOT know household income),"701 – 1,500 pesos",Living comfortably on present income,Other (Write in:),"Vulputate erat montes, sem, mattis dolorem nunc suspendisse facilisis sollicitudin a facilisi felis eget? Egestas.",Weekly (at least once a week),71,86,Divorced,11991,"No, not born in this country",Yes,Quam vestibulum suspendisse fusce rutrum mattis iaculis nec eget consectetuer bibendum! Erat pellentesque urna magnis.,4 days,4 days,Never,"On a computer or tablet at a public place (e.g., library)",1,Yes,18725,20,Yes,Yes,4
2017-06-08 06:19:28,2017-06-08 06:19:29,Survey Test,,100,1,True,2017-06-08 06:19:29,R_0pqu44PZKcfBTPn,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree a little,Disagree moderately,Neither agree nor disagree,Disagree moderately,Disagree moderately,Disagree moderately,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Very negative,Slightly negative,Slightly positive,Neither positive nor negative,Very positive,Positive,Slightly negative,Very negative,Very negative,Slightly positive,Very negative,Very negative,Positive,Slightly positive,Slightly positive,Slightly negative,3,Extremely characteristic of me (7),2,5,2,6,5,4,5,4,5,6,6,5,6,2,Never or definitely no (1),8,4,4,Never or definitely no (1),Never or definitely no (1),5,4,8,4,Never or definitely no (1),5,5,5,53,Female,Post-graduate degree,Yes,6,Work for an employer,Secretarial or clerical,,,"$24,000-$35,999 per year",500 - 999 MAD,"6,001 – 7,500 pesos",Finding it very difficult on present income,Roman Catholic,,Do not regularly attend religious services,27,70,Divorced,40578,"Yes, born in this country",,,4 days,1 day,1 day,On a mobile device,20,Yes,60735,23,Yes,Yes,2
2017-06-08 06:19:30,2017-06-08 06:19:30,Survey Test,,100,0,True,2017-06-08 06:19:30,R_7ZGGCFEjfqS2ng9,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Agree moderately,Agree moderately,Agree a little,Agree strongly,Disagree a little,Slightly negative,Slightly positive,Positive,Slightly positive,Positive,Negative,Slightly negative,Slightly positive,Slightly negative,Negative,Very positive,Very negative,Negative,Neither positive nor negative,Slightly negative,Negative,5,5,3,2,5,3,6,5,2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),5,6,Extremely characteristic of me (7),7,5,Always or definitely yes (9),7,5,2,Always or definitely yes (9),5,Always or definitely yes (9),8,5,5,8,7,6,Never or definitely no (1),147,Other,Some college,No,,,,Unemployed,,"Less than $6,000 per year",(Refused to give household income),"15,001 – 25,000 pesos",Finding it difficult on present income,Other Non-Christian Religion,,Do not regularly attend religious services,9,97,Separated,3543,"Yes, born in this country",,,3 days,5 days,4 days,On a computer or tablet at work,8,Yes,11055,6,Yes,No,
2017-06-08 06:19:29,2017-06-08 06:19:29,Survey Test,,100,0,True,2017-06-08 06:19:29,R_bpTYbQvdwoSHlfn,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Disagree a little,Agree a little,Disagree moderately,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Neither positive nor negative,Negative,Slightly positive,Neither positive nor negative,Very positive,Negative,Neither positive nor negative,Positive,Very positive,Very negative,Very positive,Slightly negative,Positive,Positive,Very negative,Slightly negative,2,5,2,6,Extremely characteristic of me (7),6,3,2,5,Extremely characteristic of me (7),5,3,4,Extremely uncharacteristic of me (1),Always or definitely yes (9),4,4,2,Never or definitely no (1),7,5,4,8,2,8,8,5,6,4,5,85,Female,Some college,No,,,,"Other, please list",Pellentesque orci facilisi vestibulum proin fringilla aenean in. Sapien primis eget! Velit.,"Less than $6,000 per year","3,000 - 4,999 MAD","15,001 – 25,000 pesos",Getting by on present income,Islam/Muslim (Shiite),,Weekly (at least once a week),19,84,Divorced,16866,"Yes, born in this country",,,2 days,2 days,6 days,"On a computer or tablet at a public place (e.g., library)",16,No,,,No,No,
2017-06-08 06:19:30,2017-06-08 06:19:30,Survey Test,,100,0,True,2017-06-08 06:19:30,R_eeT310lisSzU8It,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Disagree moderately,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree moderately,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree strongly,Neither positive nor negative,Very negative,Positive,Negative,Very negative,Slightly positive,Very positive,Very negative,Positive,Slightly positive,Neither positive nor negative,Positive,Negative,Very negative,Negative,Positive,Extremely characteristic of me (7),Extremely characteristic of me (7),4,4,3,3,6,2,Extremely uncharacteristic of me (1),2,2,4,4,5,4,8,2,3,8,8,5,7,3,6,8,Always or definitely yes (9),6,Always or definitely yes (9),Always or definitely yes (9),8,1,Prefer not to answer,None,No,,,,Homemaker (including stay-at-home parents),,"$120,000-$179,999 per year",500 - 999 MAD,"6,001 – 7,500 pesos",Living comfortably on present income,Sikhism,,Weekly (at least once a week),81,15,Divorced,31865,"Yes, born in this country",,,3 days,1 day,6 days,Other,6,No,,,Yes,Yes,13
2017-06-08 06:19:29,2017-06-08 06:19:29,Survey Test,,100,0,True,2017-06-08 06:19:29,R_bQPTH3oxT4uh0Pz,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree strongly,Disagree moderately,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree moderately,Very positive,Positive,Negative,Neither positive nor negative,Very negative,Positive,Very positive,Positive,Negative,Negative,Very positive,Slightly negative,Slightly negative,Positive,Negative,Slightly negative,2,4,6,6,Extremely uncharacteristic of me (1),3,4,Extremely characteristic of me (7),5,5,5,6,4,6,5,4,8,3,3,4,4,5,Always or definitely yes (9),6,4,5,3,7,Never or definitely no (1),2,0,Male,Some college,No,,,,Disabled,,"$12,000-$23,999 per year","3,000 - 4,999 MAD",700 pesos or less,Finding it very difficult on present income,Protestant,,Weekly (at least once a week),20,29,Married,52861,"No, not born in this country",Yes,Orci wisi enim urna viverra montes neque sed dolor! Suspendisse ante.,6 days,5 days,Never,On a mobile device,2,Yes,37453,18,No,No,
2017-06-08 06:19:31,2017-06-08 06:19:31,Survey Test,,100,0,True,2017-06-08 06:19:31,R_bCukqafhYlff0dn,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree a little,Disagree strongly,Agree a little,Agree moderately,Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Slightly negative,Slightly negative,Slightly negative,Slightly positive,Slightly negative,Slightly positive,Neither positive nor negative,Slightly positive,Negative,Slightly positive,Neither positive nor negative,Neither positive nor negative,Slightly positive,Very positive,Slightly negative,Negative,3,5,2,4,4,Extremely uncharacteristic of me (1),3,2,2,4,3,3,5,6,Always or definitely yes (9),8,3,6,7,2,6,8,4,7,Never or definitely no (1),6,5,6,8,Always or definitely yes (9),4,Other,Post-graduate degree,Yes,1,Work for an employer,Service or labor,,,"$12,000-$23,999 per year","More than 24,999 MAD","15,001 – 25,000 pesos",Getting by on present income,Buddhism,,Weekly (at least once a week),67,4,Separated,75367,"No, not born in this country",Yes,"Duis facilisis in. Tincidunt urna cras. Pretium. Accumsan. Neque, integer molestie, tortor dolor, mi.",7 days,1 day,2 days,"On a computer or tablet at a public place (e.g., library)",24,Yes,49879,14,Yes,No,
2017-06-08 06:19:30,2017-06-08 06:19:30,Survey Test,,100,0,True,2017-06-08 06:19:31,R_5bsAk1PznGutYYB,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Disagree a little,Disagree moderately,Agree a little,Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree strongly,Neither positive nor negative,Slightly negative,Very positive,Very negative,Positive,Very positive,Very positive,Negative,Very positive,Slightly negative,Positive,Positive,Negative,Very negative,Very positive,Negative,2,3,4,5,2,3,Extremely characteristic of me (7),5,5,Extremely characteristic of me (7),6,3,4,3,Never or definitely no (1),Always or definitely yes (9),2,3,Always or definitely yes (9),8,8,2,2,3,7,4,Never or definitely no (1),5,7,6,45,Male,High school,Yes,21,Work for an employer,Sales or retail,,,"$24,000-$35,999 per year",(None/No household income),"25,001 – 40,000 pesos",Living comfortably on present income,Roman Catholic,,Weekly (at least once a week),41,17,Single/Never been married,54951,"No, not born in this country",No,"Dapibus ullamcorper nunc et ante, consectetuer id sem augue molestie convallis est.",4 days,4 days,6 days,On a computer or tablet at school,21,Yes,52661,13,Yes,No,
2017-06-08 06:19:30,2017-06-08 06:19:30,Survey Test,,100,0,True,2017-06-08 06:19:30,R_9QZwrye0g1HlJB3,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Disagree moderately,Agree a little,Agree strongly,Disagree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree moderately,Agree strongly,Slightly positive,Neither positive nor negative,Very positive,Slightly positive,Slightly negative,Neither positive nor negative,Slightly negative,Slightly negative,Very negative,Positive,Negative,Slightly negative,Very positive,Very negative,Slightly positive,Slightly positive,6,6,Extremely uncharacteristic of me (1),4,6,Extremely uncharacteristic of me (1),3,5,4,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,4,6,Always or definitely yes (9),3,7,4,7,7,Never or definitely no (1),8,4,2,3,Never or definitely no (1),6,5,5,Always or definitely yes (9),85,Female,Some college,No,,,,Disabled,,"$6,000-$11,999 per year","3,000 - 4,999 MAD",700 pesos or less,Getting by on present income,Other (Write in:),Venenatis! Sed blandit atque diam! Tempora ab est vestibulum neque.,Annually (at least once a year),53,89,Separated,95848,"No, not born in this country",Yes,Tempus fermentum potenti? Vehicula ipsum. Pede diam! Temporibus massa per? Temporibus? Rutrum eget sagittis. Fermentum.,1 day,6 days,6 days,On a computer or tablet at home,1,No,,,Yes,No,
2017-06-08 06:19:31,2017-06-08 06:19:31,Survey Test,,100,0,True,2017-06-08 06:19:31,R_4GG7kdCef06l5Bj,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Agree a little,Agree moderately,Disagree moderately,Agree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Positive,Positive,Very positive,Neither positive nor negative,Very positive,Negative,Very positive,Slightly positive,Slightly negative,Neither positive nor negative,Slightly positive,Positive,Slightly negative,Very negative,Neither positive nor negative,Very positive,6,4,Extremely characteristic of me (7),6,5,3,4,5,4,2,5,4,3,Extremely characteristic of me (7),Never or definitely no (1),3,7,4,5,4,5,2,Always or definitely yes (9),3,8,Always or definitely yes (9),4,8,4,2,70,Female,Some college,Yes,18,Work for an employer,Secretarial or clerical,,,"$12,000-$23,999 per year",250 - 499 MAD,"6,001 – 7,500 pesos",Finding it difficult on present income,Buddhism,,Weekly (at least once a week),61,0,Widowed,40344,"No, not born in this country",No,"Convallis pellentesque est fusce donec, curabitur mattis lorem nec consectetuer? Sollicitudin.",2 days,Less than once a week,6 days,On a computer or tablet at school,12,Yes,30009,1,No,Yes,0
2017-06-08 06:19:31,2017-06-08 06:19:31,Survey Test,,100,0,True,2017-06-08 06:19:31,R_85EUMOC9WWv1JpH,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Agree strongly,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Positive,Negative,Slightly negative,Neither positive nor negative,Slightly positive,Very negative,Neither positive nor negative,Neither positive nor negative,Very positive,Very negative,Slightly positive,Very negative,Neither positive nor negative,Positive,Very positive,Negative,3,Extremely characteristic of me (7),5,Extremely characteristic of me (7),Extremely characteristic of me (7),6,6,2,Extremely characteristic of me (7),3,2,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely characteristic of me (7),2,4,3,4,4,Never or definitely no (1),3,5,Never or definitely no (1),Always or definitely yes (9),6,Always or definitely yes (9),3,Always or definitely yes (9),Never or definitely no (1),5,76,Female,High school,No,,,,Retired,,"$90,000-$119,999 per year",(Refused to give household income),(Refused to give household income),Living comfortably on present income,Don’t know,,,12,44,Separated,91474,"No, not born in this country",No,"Leo erat amet lacus nibh vestibulum vestibulum facilisis eget duis consectetuer? Quis tempor, mattis.",7 days,3 days,5 days,On a computer or tablet at home,22,No,,,No,Yes,7
2017-06-08 06:19:32,2017-06-08 06:19:32,Survey Test,,100,0,True,2017-06-08 06:19:32,R_6sO4b4UJRRPrCTP,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Negative,Negative,Positive,Neither positive nor negative,Positive,Neither positive nor negative,Negative,Very negative,Negative,Very positive,Negative,Slightly negative,Very negative,Slightly positive,Very negative,Slightly negative,4,4,6,6,5,4,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely characteristic of me (7),6,5,4,Extremely characteristic of me (7),5,3,6,Never or definitely no (1),7,5,7,4,Always or definitely yes (9),8,5,4,8,5,2,8,Always or definitely yes (9),12,Other,Elementary school,No,,,,"Other, please list","Morbi? Sed justo a ligula, arcu duis rhoncus mattis. Eget convallis praesent in mattis.","$90,000-$119,999 per year",(Does NOT know household income),"More than 40,000 pesos",Getting by on present income,Roman Catholic,,Do not regularly attend religious services,22,27,Married,56406,"No, not born in this country",No,Pede volutpat venenatis turpis. Volutpat cras. Consequat? Venenatis malesuada cras proin dapibus vitae posuere nunc.,3 days,Never,3 days,On a computer or tablet at home,15,No,,,No,No,
2017-06-08 06:19:31,2017-06-08 06:19:32,Survey Test,,100,1,True,2017-06-08 06:19:32,R_cuOcy7tB4CPeiwd,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Disagree strongly,Agree moderately,Disagree strongly,Disagree moderately,Disagree moderately,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Positive,Neither positive nor negative,Very positive,Negative,Very negative,Very positive,Very negative,Very negative,Very positive,Slightly positive,Very positive,Slightly negative,Slightly positive,Very positive,Slightly positive,Neither positive nor negative,3,Extremely characteristic of me (7),5,4,4,3,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),Extremely characteristic of me (7),6,3,6,6,5,8,3,7,8,6,Always or definitely yes (9),6,3,6,6,5,2,4,3,2,Other,High school,No,,,,Unemployed,,"$6,000-$11,999 per year","1,000 - 1,499 MAD",(Refused to give household income),Finding it very difficult on present income,Jewish,,Do not regularly attend religious services,53,28,Widowed,16722,"Yes, born in this country",,,Less than once a week,3 days,2 days,On a computer or tablet at school,21,Yes,76612,6,No,No,
2017-06-08 06:19:33,2017-06-08 06:19:33,Survey Test,,100,0,True,2017-06-08 06:19:33,R_24OsxFj7qrJUL0F,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree moderately,Agree moderately,Neither agree nor disagree,Agree strongly,Neither positive nor negative,Negative,Very negative,Neither positive nor negative,Slightly negative,Negative,Neither positive nor negative,Neither positive nor negative,Slightly negative,Positive,Slightly positive,Negative,Neither positive nor negative,Positive,Negative,Negative,6,5,3,4,5,3,Extremely uncharacteristic of me (1),4,Extremely uncharacteristic of me (1),3,6,2,4,3,4,8,2,7,2,5,Always or definitely yes (9),3,4,4,Never or definitely no (1),Always or definitely yes (9),4,4,4,6,66,Prefer not to answer,Post-graduate degree,Yes,4,Work for an employer,Farmer or rancher,,,"$240,000 or more per year","8,000 - 9,999 MAD","4,001 – 5,000 pesos",Finding it difficult on present income,Muslim/Islam,,Weekly (at least once a week),22,85,Married,66882,"Yes, born in this country",,,3 days,7 days,2 days,Other,3,Yes,32665,11,No,Yes,9
2017-06-08 06:19:32,2017-06-08 06:19:32,Survey Test,,100,0,True,2017-06-08 06:19:33,R_aXB5dYqUKlde09D,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree a little,Agree strongly,Agree moderately,Disagree a little,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Disagree moderately,Negative,Very positive,Very positive,Negative,Positive,Positive,Very negative,Slightly positive,Very positive,Neither positive nor negative,Negative,Slightly negative,Very negative,Very positive,Positive,Positive,5,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),5,3,Extremely uncharacteristic of me (1),2,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),2,5,4,6,Always or definitely yes (9),Always or definitely yes (9),3,4,4,2,Never or definitely no (1),4,6,4,5,3,Never or definitely no (1),8,2,125,Female,None,No,,,,Student,,"Less than $6,000 per year","1,500 - 1,999 MAD",(None/No household income),Getting by on present income,Roman Catholic,,Do not regularly attend religious services,63,9,Widowed,61934,"No, not born in this country",No,Cursus vulputate mauris quis fermentum metus? Commodo non nunc. Dolorem ultrices pede! Sed per tempus.,3 days,7 days,1 day,On a mobile device,9,Yes,87920,22,No,No,
2017-06-08 06:19:32,2017-06-08 06:19:32,Survey Test,,100,0,True,2017-06-08 06:19:32,R_2reWl3las6ndIaN,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Very positive,Neither positive nor negative,Very positive,Positive,Slightly positive,Slightly positive,Slightly positive,Very positive,Slightly negative,Neither positive nor negative,Very positive,Neither positive nor negative,Slightly positive,Very negative,Very positive,Neither positive nor negative,2,6,4,2,3,2,6,3,5,4,Extremely characteristic of me (7),5,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),3,7,Always or definitely yes (9),8,Never or definitely no (1),5,3,3,6,4,Always or definitely yes (9),Never or definitely no (1),Never or definitely no (1),6,5,5,76,Prefer not to answer,Post-graduate degree,Yes,20,Work for an employer,Military,,,"Less than $6,000 per year",(Does NOT know household income),"15,001 – 25,000 pesos",Finding it difficult on present income,Islam/Muslim (Sunni),,Do not regularly attend religious services,67,78,Divorced,30513,"Yes, born in this country",,,7 days,Less than once a week,6 days,On a mobile device,9,No,,,Yes,Yes,8
2017-06-08 06:19:33,2017-06-08 06:19:33,Survey Test,,100,0,True,2017-06-08 06:19:33,R_4O7k6yWbBCYzBul,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Negative,Very positive,Neither positive nor negative,Slightly positive,Negative,Neither positive nor negative,Slightly positive,Negative,Very positive,Positive,Slightly negative,Very positive,Slightly negative,Negative,Very negative,Negative,2,4,Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),5,5,4,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),5,Extremely uncharacteristic of me (1),5,6,2,5,7,3,5,5,3,8,8,7,7,3,Always or definitely yes (9),Never or definitely no (1),Never or definitely no (1),124,Female,Some college,No,,,,Homemaker (including stay-at-home parents),,"$90,000-$119,999 per year","3,000 - 4,999 MAD","4,001 – 5,000 pesos",Finding it difficult on present income,Hinduism,,Do not regularly attend religious services,25,9,Separated,61585,"No, not born in this country",Yes,"Gravida euismod elit. Molestie pede, metus cursus cursus ut ab etiam.",4 days,4 days,7 days,On a computer or tablet at home,11,No,,,No,Yes,13
2017-06-08 06:19:34,2017-06-08 06:19:34,Survey Test,,100,0,True,2017-06-08 06:19:34,R_7QIP6Q5VZz7mhdb,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree moderately,Very positive,Slightly negative,Slightly negative,Very positive,Slightly positive,Neither positive nor negative,Slightly positive,Negative,Slightly positive,Very negative,Very positive,Positive,Negative,Very negative,Slightly negative,Positive,5,Extremely uncharacteristic of me (1),2,5,2,Extremely uncharacteristic of me (1),4,3,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),2,2,Always or definitely yes (9),2,6,Always or definitely yes (9),2,8,Never or definitely no (1),6,Never or definitely no (1),4,6,8,8,8,Never or definitely no (1),73,Female,Elementary school,Yes,10,Self-employed,Service or labor,,,,"1,000 - 1,499 MAD","1,501 – 3,000 pesos",Finding it difficult on present income,Chinese Traditional Religion/Confucianism,,Annually (at least once a year),66,0,Separated,98580,"No, not born in this country",Yes,Temporibus est arcu sed bibendum suspendisse laoreet enim? Tellus sed. Amet.,4 days,4 days,3 days,On a mobile device,1,No,,,Yes,No,
2017-06-08 06:19:33,2017-06-08 06:19:33,Survey Test,,100,0,True,2017-06-08 06:19:33,R_0eLjA8LVK0LnEnH,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree moderately,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree a little,Positive,Negative,Negative,Negative,Positive,Positive,Very positive,Slightly negative,Negative,Slightly negative,Slightly negative,Slightly positive,Neither positive nor negative,Very negative,Slightly negative,Slightly positive,Extremely characteristic of me (7),Extremely characteristic of me (7),5,Extremely characteristic of me (7),2,4,6,5,4,3,5,3,Extremely uncharacteristic of me (1),3,2,7,3,6,5,5,6,5,3,Always or definitely yes (9),Always or definitely yes (9),Always or definitely yes (9),8,5,4,Never or definitely no (1),60,Male,Some college,No,,,,Retired,,"Less than $6,000 per year","2,000 - 2,999 MAD","25,001 – 40,000 pesos",Living comfortably on present income,Other (Write in:),Posuere sit urna fringilla vestibulum eu curabitur amet. Quam bibendum egestas sem cras! Ultrices temporibus.,Do not regularly attend religious services,8,36,Separated,79107,"No, not born in this country",Yes,Augue vehicula non suscipit natoque. Faucibus mattis arcu! Ultrices a fusce quis sagittis fusce mauris.,5 days,Never,3 days,"On a computer or tablet at a public place (e.g., library)",20,No,,,No,No,
2017-06-08 06:19:34,2017-06-08 06:19:34,Survey Test,,100,0,True,2017-06-08 06:19:34,R_3z6x7wQmZNrwcPX,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Agree moderately,Disagree strongly,Agree a little,Agree moderately,Agree moderately,Disagree a little,Disagree moderately,Disagree moderately,Disagree a little,Neither positive nor negative,Very negative,Very negative,Neither positive nor negative,Very positive,Neither positive nor negative,Very positive,Positive,Neither positive nor negative,Positive,Negative,Slightly positive,Neither positive nor negative,Neither positive nor negative,Slightly negative,Very negative,Extremely characteristic of me (7),4,6,4,6,3,6,5,2,5,6,Extremely characteristic of me (7),2,Extremely characteristic of me (7),3,3,3,Never or definitely no (1),Never or definitely no (1),Never or definitely no (1),4,2,6,Never or definitely no (1),Always or definitely yes (9),3,8,Always or definitely yes (9),Always or definitely yes (9),3,59,Prefer not to answer,College degree,Yes,4,Self-employed,Managerial,,,"$120,000-$179,999 per year","20,000 - 24,999 MAD","10,001 – 15,000 pesos",Finding it very difficult on present income,Islam/Muslim (Sunni),,Weekly (at least once a week),5,1,Married,43125,"Yes, born in this country",,,5 days,7 days,5 days,On a computer or tablet at school,4,Yes,48987,9,Yes,No,
